onset_q	dur_q	pitch	midi_no	vel
3.5000	0.5000	E2	40	64
3.5000	0.5000	B2	47	64
3.5000	0.3333	E3	52	54
3.5000	0.3333	B3	59	54
4.3333	0.3333	E2	40	60
4.3333	0.3333	E3	52	60
4.3333	0.3333	B3	59	60
4.3333	0.6667	B2	47	51
4.7500	0.5000	E2	40	68
4.7500	0.5000	E3	52	68
5.2500	1.0000	E2	40	81
5.2500	0.6667	B2	47	51
5.2500	0.6667	E3	52	51
5.2500	0.6667	B3	59	51
5.6667	0.3333	B2	47	54
6.0000	0.5000	B2	47	63
6.0000	0.5000	E2	40	63
6.0000	0.5000	E3	52	63
6.5000	0.5000	E3	52	64
6.5000	0.5000	E2	40	64
7.0000	0.6667	E2	40	74
7.0000	0.6667	E3	52	74
7.0000	0.6667	B2	47	58
7.0000	0.6667	E3	52	58
7.5000	0.5000	E2	40	84
8.0000	0.7500	E2	40	87
8.0000	0.3333	E3	52	60
8.3333	0.5000	E3	52	46
8.7500	0.5000	E2	40	64
8.7500	0.5000	E3	52	64
8.7500	0.5000	B3	59	64
9.2500	0.5000	E2	40	71
9.2500	0.5000	E3	52	71
9.6667	0.5000	E3	52	59
9.6667	0.5000	E2	40	59
9.6667	0.5000	B3	59	59
10.6667	0.5000	G2	43	102
10.6667	1.0000	G3	55	58
11.0000	0.5000	G2	43	99
11.5000	0.5000	G2	43	80
11.5000	0.5000	G3	55	80
12.0000	0.5000	G2	43	66
12.0000	0.5000	G3	55	66
12.5000	0.5000	G2	43	78
12.5000	0.5000	G3	55	78
12.7500	0.5000	G2	43	72
12.7500	0.5000	G3	55	72
13.3333	0.5000	G2	43	73
13.3333	0.5000	G3	55	73
13.7500	0.5000	G3	55	68
13.7500	0.5000	G2	43	68
14.2500	0.5000	G2	43	80
14.2500	0.5000	G3	55	80
14.6667	0.5000	G2	43	74
14.6667	0.5000	G3	55	74
15.0000	0.3333	G2	43	81
15.0000	0.3333	G3	55	81
15.6667	0.3333	G2	43	76
15.6667	0.3333	G3	55	76
16.0000	0.5000	G2	43	82
16.0000	0.5000	G3	55	82
16.0000	0.1667	G2	43	76
16.0000	0.1667	G3	55	76
16.5000	0.5000	G2	43	69
16.5000	0.5000	G3	55	69
17.0000	0.5000	G2	43	73
17.0000	0.5000	G3	55	73
17.3333	0.3333	G2	43	67
17.3333	0.3333	G3	55	67
17.7500	0.7500	A2	45	64
17.7500	0.7500	A3	57	64
17.7500	0.5000	D3	50	98
18.2500	0.5000	D3	50	92
18.7500	0.5000	D3	50	100
19.2500	0.5000	D3	50	97
19.6667	0.3333	D3	50	97
20.0000	0.5000	D3	50	93
20.0000	0.1667	D3	50	97
20.5000	0.5000	D3	50	99
21.0000	0.5000	D3	50	97
21.3333	0.5000	D3	50	104
21.7500	0.5000	D3	50	101
22.2500	0.5000	D3	50	106
22.7500	0.5000	D3	50	96
23.2500	0.5000	D3	50	104
23.6667	0.3333	D3	50	101
24.0000	0.2500	D3	50	105
24.0000	0.1667	D3	50	101
24.5000	0.5000	D3	50	69
24.5000	0.7500	D4	62	55
25.0000	0.5000	A2	45	81
25.3333	0.5000	D3	50	68
25.3333	0.5000	A2	45	68
25.7500	0.5000	A3	57	64
25.7500	0.5000	A2	45	64
26.3333	0.6667	A2	45	59
26.3333	0.6667	A3	57	59
26.7500	0.5000	A2	45	84
27.3333	0.5000	A2	45	81
27.7500	0.2500	A3	57	74
27.7500	0.2500	A2	45	74
28.0000	0.2500	A3	57	74
28.0000	0.2500	A2	45	74
28.2500	0.5000	A2	45	86
28.2500	0.7500	A3	57	46
28.6667	0.5000	A2	45	99
29.0000	0.7500	A2	45	62
29.0000	0.7500	A3	57	62
29.5000	0.5000	A2	45	96
30.0000	0.5000	A2	45	90
30.5000	0.5000	A2	45	89
31.0000	0.5000	A2	45	79
31.3333	0.5000	A2	45	96
31.7500	0.2500	A2	45	61
31.7500	0.2500	E2	40	61
32.2500	1.0000	E2	40	69
32.2500	1.0000	B3	59	69
32.2500	0.6667	E3	52	46
32.5000	0.5000	A2	45	57
33.2500	0.5000	E2	40	60
33.2500	0.5000	E3	52	60
33.2500	0.5000	B3	59	60
33.6667	0.6667	E2	40	56
33.6667	0.6667	E3	52	56
33.6667	0.6667	B3	59	56
34.0000	0.6667	E2	40	72
34.0000	0.6667	E3	52	72
34.5000	0.6667	B3	59	43
35.0000	0.7500	E2	40	66
35.0000	0.7500	E3	52	66
35.7500	0.2500	E2	40	80
35.7500	0.2500	E3	52	57
36.0000	0.7500	E2	40	80
36.0000	0.2500	E3	52	57
36.7500	0.5000	E3	52	58
36.7500	0.5000	B3	59	58
36.7500	0.5000	E2	40	58
37.2500	0.5000	E2	40	94
37.2500	0.7500	E3	52	47
37.6667	0.5000	E2	40	83
38.2500	0.5000	E2	40	64
38.2500	0.5000	E3	52	64
38.5000	0.6667	E2	40	64
38.5000	0.2500	E3	52	58
39.0000	0.2500	B3	59	50
39.5000	0.5000	G2	43	78
39.5000	0.5000	G3	55	78
40.0000	0.5000	G2	43	78
40.0000	0.5000	G3	55	78
40.3333	0.5000	G3	55	79
40.3333	0.5000	G2	43	79
40.7500	0.5000	G2	43	74
40.7500	0.5000	G3	55	74
41.3333	0.5000	G2	43	83
41.3333	0.5000	G3	55	83
41.7500	0.5000	G2	43	74
41.7500	0.5000	G3	55	74
42.2500	0.5000	G3	55	80
42.2500	0.5000	G2	43	80
42.6667	0.5000	G3	55	76
42.6667	0.5000	G2	43	76
43.0000	0.5000	G2	43	86
43.0000	0.5000	G3	55	86
43.5000	0.5000	G2	43	72
43.5000	0.5000	G3	55	72
44.0000	0.5000	G2	43	80
44.0000	0.5000	G3	55	80
44.5000	0.5000	G2	43	68
44.5000	0.5000	G3	55	68
45.0000	0.5000	G2	43	78
45.0000	0.5000	G3	55	78
45.3333	0.5000	G2	43	78
45.3333	0.5000	G3	55	78
45.7500	0.3333	G2	43	68
45.7500	0.3333	G3	55	68
46.6667	0.5000	D3	50	106
47.2500	0.5000	D3	50	101
47.6667	0.3333	D3	50	100
48.0000	0.5000	D3	50	99
48.0000	0.1667	D3	50	100
48.5000	0.5000	D3	50	101
49.0000	0.5000	D3	50	96
49.5000	0.5000	D3	50	97
49.7500	0.5000	D3	50	94
50.3333	0.5000	D3	50	104
50.7500	0.5000	D3	50	98
51.2500	0.5000	D3	50	98
51.6667	0.3333	D3	50	85
52.0000	0.5000	D3	50	99
52.0000	0.1667	D3	50	85
52.5000	0.5000	D3	50	102
53.0000	0.3333	D3	50	102
53.3333	1.0000	D3	50	67
53.3333	0.3333	D4	62	38
53.7500	0.5000	A2	45	88
54.0000	0.7500	A3	57	49
54.3333	0.7500	D3	50	64
54.3333	0.5000	A2	45	92
54.7500	0.5000	A2	45	98
55.2500	0.5000	A3	57	64
55.2500	0.5000	A2	45	64
55.6667	0.3333	A2	45	98
56.0000	0.1667	A2	45	98
56.2500	0.5000	A2	45	89
56.6667	0.5000	A2	45	97
57.0000	0.5000	A2	45	94
57.5000	0.5000	A2	45	95
58.0000	0.5000	A2	45	92
58.3333	0.5000	A2	45	99
58.7500	0.5000	A2	45	90
59.3333	0.5000	A2	45	88
59.7500	0.2500	A2	45	91
60.0000	0.2500	A2	45	91
60.2500	0.6667	A2	45	89
60.6667	0.5000	E2	40	47
61.0000	1.0000	E2	40	82
61.0000	0.7500	B3	59	40
61.0000	0.2500	E3	52	46
62.0000	0.5000	E2	40	60
62.0000	0.5000	E3	52	60
62.0000	0.5000	B3	59	60
62.5000	0.6667	E2	40	61
62.5000	0.6667	E3	52	61
62.5000	0.6667	B3	59	61
63.0000	1.0000	E2	40	82
63.0000	0.3333	E3	52	48
63.3333	0.5000	B3	59	50
63.3333	0.5000	E3	52	50
63.7500	0.2500	E2	40	59
63.7500	0.2500	E3	52	59
63.7500	0.2500	B3	59	59
64.0000	0.2500	E2	40	59
64.0000	0.2500	E3	52	59
64.0000	0.2500	B3	59	59
64.2500	0.5000	E3	52	66
64.2500	0.5000	E2	40	66
64.7500	0.6667	B3	59	62
64.7500	0.6667	E2	40	62
64.7500	0.6667	E3	52	62
65.2500	0.5000	B3	59	62
65.2500	0.5000	E2	40	62
65.6667	0.5000	E2	40	62
65.6667	0.5000	E3	52	62
65.6667	0.5000	B3	59	62
66.0000	0.6667	B3	59	58
66.0000	0.6667	E2	40	58
66.0000	0.6667	E3	52	58
66.5000	0.7500	E2	40	65
66.5000	0.5000	B3	59	41
67.0000	0.5000	B3	59	60
67.5000	0.3333	B3	59	51
67.5000	0.3333	E2	40	51
67.7500	0.2500	E2	40	68
68.0000	0.0833	E2	40	68
68.3333	0.5000	G2	43	80
68.3333	0.5000	G3	55	80
68.7500	0.5000	G3	55	75
68.7500	0.5000	G2	43	75
69.2500	0.7500	G3	55	45
69.2500	0.5000	G2	43	93
69.6667	0.5000	G2	43	94
70.0000	0.5000	G2	43	66
70.0000	0.5000	G3	55	66
70.5000	0.5000	G2	43	69
70.5000	0.5000	G3	55	69
71.0000	0.5000	G3	55	55
71.2500	0.6667	G2	43	77
71.5000	0.5000	G3	55	57
72.0000	0.5000	G2	43	104
72.0000	0.1667	G3	55	57
72.3333	0.5000	G2	43	67
72.3333	0.5000	G3	55	67
72.7500	0.5000	G3	55	70
72.7500	0.5000	G2	43	70
73.3333	0.5000	G2	43	93
73.7500	0.5000	G3	55	80
73.7500	0.5000	G2	43	80
74.2500	0.5000	G2	43	72
74.2500	0.5000	G3	55	72
74.6667	0.3333	G2	43	65
74.6667	0.3333	G3	55	65
75.0000	0.2500	B2	47	74
75.5000	0.5000	D3	50	104
76.0000	0.5000	D3	50	98
76.5000	0.5000	D3	50	101
77.0000	0.5000	D3	50	102
77.3333	0.5000	D3	50	104
77.7500	0.5000	D3	50	101
78.2500	0.5000	D3	50	106
78.6667	0.5000	D3	50	99
79.2500	0.5000	D3	50	98
79.6667	0.3333	D3	50	92
80.0000	0.5000	D3	50	102
80.0000	0.1667	D3	50	92
80.5000	0.5000	D3	50	98
81.0000	0.5000	D3	50	94
81.3333	0.5000	D3	50	97
81.7500	0.7500	D3	50	88
82.7500	0.5000	A3	57	75
82.7500	0.5000	A2	45	75
83.2500	0.5000	A2	45	92
83.6667	0.3333	A2	45	95
84.0000	0.6667	A2	45	67
84.0000	0.6667	A3	57	67
84.0000	0.1667	A2	45	95
84.5000	0.5000	A2	45	96
85.0000	0.5000	A2	45	91
85.5000	0.5000	A2	45	100
86.0000	0.5000	A2	45	70
86.0000	0.5000	A3	57	70
86.3333	0.5000	A3	57	69
86.3333	0.5000	A2	45	69
86.7500	0.5000	A3	57	69
86.7500	0.5000	A2	45	69
87.2500	0.5000	A2	45	96
87.6667	0.3333	A2	45	98
88.0000	0.1667	A2	45	98
88.2500	0.5000	A2	45	102
88.6667	0.5000	A2	45	69
88.6667	0.5000	A3	57	69
89.0000	0.5000	A2	45	71
89.0000	0.5000	A3	57	71
89.5000	0.5000	E2	40	53
89.5000	0.6667	E3	52	40
90.0000	0.5000	E2	40	83
90.3333	0.6667	E2	40	58
90.3333	0.6667	E3	52	58
90.3333	0.6667	B3	59	58
90.7500	0.5000	E2	40	63
90.7500	0.5000	E3	52	63
91.3333	0.5000	E2	40	60
91.3333	0.5000	E3	52	60
91.7500	0.2500	E2	40	55
91.7500	0.2500	E3	52	55
91.7500	0.2500	B3	59	55
92.0000	0.2500	E2	40	55
92.0000	0.2500	E3	52	55
92.0000	0.2500	B3	59	55
92.2500	0.5000	E2	40	64
92.2500	0.5000	B3	59	64
92.2500	0.5000	E3	52	64
92.6667	0.5000	E2	40	63
92.6667	0.5000	E3	52	63
92.6667	0.5000	B3	59	63
93.0000	0.6667	E2	40	61
93.0000	0.6667	E3	52	61
93.0000	0.6667	B3	59	61
93.6667	0.3333	E2	40	74
93.6667	0.3333	E3	52	74
94.0000	0.5000	E2	40	54
94.0000	0.5000	E3	52	54
94.0000	0.5000	B3	59	54
94.5000	1.0000	E2	40	86
94.5000	0.5000	E3	52	50
94.5000	0.5000	B3	59	50
95.0000	0.5000	B3	59	53
95.3333	0.5000	B3	59	70
95.3333	0.5000	E2	40	70
95.7500	0.2500	E2	40	78
96.0000	0.2500	E2	40	78
96.2500	0.5000	E2	40	80
96.6667	0.5000	E2	40	76
97.2500	0.5000	G2	43	92
97.6667	0.5000	G2	43	71
97.6667	0.5000	G3	55	71
98.0000	0.5000	G2	43	70
98.0000	0.5000	G3	55	70
98.5000	0.5000	G2	43	76
98.5000	0.5000	G3	55	76
99.0000	0.5000	G2	43	70
99.0000	0.5000	G3	55	70
99.5000	0.5000	G2	43	74
99.5000	0.5000	G3	55	74
100.0000	0.3333	G3	55	77
100.0000	0.3333	G2	43	77
100.3333	0.5000	G2	43	78
100.3333	0.5000	G3	55	78
100.7500	0.5000	G2	43	69
100.7500	0.5000	G3	55	69
101.2500	0.5000	G2	43	74
101.2500	0.5000	G3	55	74
101.6667	0.5000	G2	43	93
101.6667	1.0000	G3	55	59
102.2500	0.5000	G2	43	91
102.6667	1.0000	G2	43	92
102.6667	0.3333	G3	55	58
103.5000	0.2500	G2	43	74
103.5000	0.2500	G3	55	74
104.0000	0.3333	A2	45	57
104.0000	0.3333	B3	59	57
104.0000	0.3333	E2	40	57
104.3333	0.5000	D3	50	97
104.7500	0.5000	D3	50	102
105.3333	0.5000	D3	50	103
105.7500	0.5000	D3	50	104
106.2500	0.5000	D3	50	103
106.6667	0.5000	D3	50	101
107.0000	0.5000	D3	50	98
107.5000	0.5000	D3	50	101
108.0000	0.5000	D3	50	102
108.5000	0.5000	D3	50	68
108.5000	0.5000	D4	62	68
108.7500	0.3333	D3	50	80
108.7500	0.3333	D4	62	80
109.3333	0.5000	D3	50	100
109.3333	0.7500	D4	62	36
109.7500	0.5000	D3	50	99
110.2500	0.5000	D3	50	101
110.7500	0.7500	D3	50	95
111.6667	0.3333	A2	45	73
111.6667	0.3333	A3	57	73
112.0000	0.5000	A2	45	99
112.0000	0.3333	A2	45	73
112.0000	0.3333	A3	57	73
112.5000	0.5000	A2	45	66
112.5000	0.5000	A3	57	66
113.0000	0.5000	A3	57	70
113.0000	0.5000	A2	45	70
113.3333	0.5000	A2	45	70
113.3333	0.5000	A3	57	70
113.7500	0.5000	A3	57	76
113.7500	0.5000	A2	45	76
114.3333	0.5000	A3	57	72
114.3333	0.5000	A2	45	72
114.7500	0.5000	A2	45	73
114.7500	0.5000	A3	57	73
115.2500	0.5000	A3	57	64
115.2500	0.5000	A2	45	64
115.6667	0.3333	A3	57	72
115.6667	0.3333	A2	45	72
116.0000	0.1667	A3	57	72
116.0000	0.1667	A2	45	72
116.2500	0.6667	A2	45	73
116.2500	0.6667	A3	57	73
116.5000	0.5000	A2	45	94
117.0000	0.3333	A3	57	70
117.0000	0.3333	A2	45	70
117.3333	0.6667	A2	45	97
118.0000	0.5000	A2	45	87
118.7500	0.5000	E2	40	78
118.7500	0.7500	B2	47	40
119.2500	0.6667	E2	40	76
119.2500	0.6667	E3	52	76
119.7500	0.2500	E2	40	93
120.2500	0.5000	E2	40	92
120.7500	0.3333	E2	40	97
121.0000	0.5000	E2	40	91
121.5000	0.5000	E2	40	94
122.0000	0.5000	E2	40	86
122.5000	0.5000	E2	40	82
123.0000	0.5000	E2	40	88
123.3333	0.5000	E2	40	88
123.7500	0.2500	E2	40	96
124.2500	1.0000	E2	40	89
125.2500	1.0000	E2	40	88
125.5000	0.5000	E3	52	54
126.0000	0.5000	D4	62	59
126.0000	0.5000	G2	43	59
126.0000	0.5000	G3	55	59
126.5000	0.5000	G2	43	86
127.0000	0.5000	G2	43	91
127.3333	0.6667	G2	43	68
127.3333	0.6667	G3	55	68
128.0000	0.6667	G2	43	64
128.0000	0.6667	G3	55	64
128.3333	0.5000	G2	43	89
128.7500	0.5000	G2	43	94
129.2500	0.5000	G2	43	92
129.6667	0.3333	G2	43	72
129.6667	0.3333	G3	55	72
130.0000	0.5000	G2	43	96
130.5000	0.6667	G2	43	70
130.5000	0.6667	G3	55	70
131.0000	0.5000	G2	43	97
131.5000	0.5000	G2	43	97
132.0000	0.5000	G2	43	99
132.3333	0.3333	G2	43	78
132.7500	0.5000	E2	40	75
133.2500	0.5000	D3	50	70
133.2500	0.5000	A3	57	70
133.2500	0.5000	D4	62	70
133.6667	0.3333	D4	62	64
133.6667	0.3333	D3	50	64
133.6667	0.3333	A3	57	64
134.2500	0.5000	D4	62	72
134.2500	0.5000	D3	50	72
134.5000	1.0000	A3	57	56
134.6667	0.5000	D3	50	95
135.0000	0.5000	D3	50	97
135.5000	0.5000	A3	57	69
135.5000	0.5000	D4	62	69
135.5000	0.5000	D3	50	69
136.0000	0.5000	A3	57	68
136.0000	0.5000	D3	50	68
136.0000	0.5000	D4	62	68
136.3333	0.5000	A3	57	68
136.3333	0.5000	D4	62	68
136.3333	0.5000	D3	50	68
136.7500	0.5000	D3	50	82
136.7500	0.5000	A3	57	82
137.2500	0.5000	D3	50	98
137.2500	1.0000	A3	57	67
137.7500	0.5000	D4	62	74
137.7500	0.5000	D3	50	74
138.2500	0.5000	D4	62	64
138.2500	0.5000	D3	50	64
138.2500	0.5000	A3	57	64
138.6667	0.5000	D3	50	84
138.6667	0.5000	A3	57	84
139.0000	0.5000	D3	50	90
139.0000	1.0000	A3	57	58
139.5000	0.5000	D3	50	87
140.0000	0.2500	A2	45	60
140.0000	0.2500	E2	40	60
140.0000	0.5000	D3	50	87
140.5000	0.2500	E3	52	57
140.5000	0.2500	A3	57	57
140.5000	0.2500	A2	45	57
141.0000	0.5000	A2	45	74
141.0000	0.5000	E3	52	74
141.0000	0.5000	A3	57	74
141.3333	0.5000	A2	45	77
141.3333	0.5000	A3	57	77
141.3333	0.5000	E3	52	77
141.7500	0.5000	A2	45	76
141.7500	0.5000	E3	52	76
141.7500	0.5000	A3	57	76
142.2500	0.7500	A3	57	65
142.3333	0.3333	A2	45	80
142.3333	0.3333	E3	52	80
142.7500	0.5000	A2	45	86
142.7500	0.5000	E3	52	86
143.2500	0.5000	A2	45	75
143.2500	0.5000	E3	52	75
143.2500	0.5000	A3	57	75
143.5000	0.5000	A3	57	74
143.5000	0.5000	A2	45	74
143.5000	0.5000	E3	52	74
144.0000	0.5000	A2	45	74
144.0000	0.5000	A3	57	74
144.0000	0.5000	E3	52	74
144.5000	0.5000	A3	57	76
144.5000	0.5000	A2	45	76
144.5000	0.5000	E3	52	76
145.0000	0.5000	A2	45	90
