onset_q	dur_q	pitch	midi_no	vel
371.3333	0.7500	E3	52	73
371.3333	0.7500	G3	55	73
371.3333	0.7500	E2	40	73
371.3333	0.3333	E4	64	59
372.2500	1.0000	G3	55	85
372.2500	0.5000	E4	64	61
372.2500	0.5000	E3	52	61
372.2500	0.5000	B2	47	61
372.2500	0.5000	B3	59	70
372.2500	0.5000	B2	47	70
373.2500	0.7500	G3	55	75
373.2500	0.7500	D3	50	75
373.2500	0.7500	D4	62	75
373.2500	0.7500	G2	43	76
373.5000	0.5000	B3	59	55
374.0000	1.6667	B3	59	63
374.0000	0.2500	G3	55	75
374.0000	0.2500	D3	50	75
374.0000	0.2500	D4	62	75
374.0000	0.5833	G2	43	76
374.2500	0.2500	D3	50	86
374.2500	0.2500	G3	55	86
374.5000	1.0000	G3	55	74
374.5000	1.0000	G2	43	74
374.5000	1.0000	D3	50	74
374.5000	0.6667	D4	62	68
375.3333	1.7500	G2	43	60
375.3333	1.7500	D3	50	60
375.3333	0.5000	G3	55	56
375.7500	0.5000	G3	55	81
375.7500	1.2500	B3	59	70
375.7500	1.2500	D4	62	70
376.2500	1.0000	G3	55	75
377.2500	0.7500	G3	55	70
377.2500	0.5000	G2	43	55
377.2500	0.5000	D4	62	55
377.2500	0.5000	D3	50	55
377.2500	0.7500	B3	59	63
377.6667	0.3333	G2	43	60
377.6667	0.3333	D4	62	60
377.6667	0.3333	D3	50	60
378.0000	0.5000	D3	50	66
378.0000	0.5000	D4	62	66
378.0000	1.3333	G2	43	57
378.0000	0.5833	G3	55	70
378.0000	0.2500	B3	59	63
378.0000	0.1667	G2	43	60
378.0000	0.1667	D4	62	60
378.0000	0.1667	D3	50	60
378.5000	0.5000	G3	55	64
378.5000	0.7500	D4	62	66
378.5000	0.7500	D3	50	66
378.5000	0.7500	B3	59	66
379.0000	0.5000	G3	55	67
379.5000	0.2500	G2	43	64
379.5000	0.2500	D3	50	64
379.5000	0.2500	G3	55	64
379.5000	0.2500	B3	59	64
379.5000	0.6667	D4	62	44
380.0000	0.3333	D3	50	64
380.0000	0.3333	G3	55	64
380.3333	0.7500	D4	62	73
380.3333	0.7500	A2	45	73
380.3333	0.7500	D3	50	73
381.0000	0.2500	A3	57	52
381.2500	0.6667	D4	62	74
381.2500	0.6667	D3	50	74
381.2500	0.6667	A2	45	74
381.2500	0.5000	A3	57	72
381.6667	0.3333	A3	57	86
381.7500	0.2500	D3	50	77
381.7500	0.2500	A2	45	77
382.0000	1.0000	D3	50	77
382.0000	1.0000	A2	45	77
382.0000	0.6667	A3	57	86
382.6667	0.3333	A3	57	55
382.6667	0.3333	D4	62	55
382.6667	0.3333	A4	69	55
383.0000	0.3333	A2	45	88
383.0000	0.3333	A3	57	88
383.2500	0.6667	D3	50	70
383.2500	0.6667	F#5	78	70
383.5000	0.5000	A2	45	70
383.5000	0.5000	A3	57	70
384.0000	0.7500	D3	50	76
384.0000	0.7500	A2	45	76
384.0000	0.5000	A3	57	66
387.5000	1.0000	E2	40	58
387.5000	0.2500	E3	52	51
387.5000	0.2500	G3	55	51
387.5000	0.2500	B-2	46	51
394.7500	1.0000	E3	52	102
394.7500	0.3333	E4	64	35
395.6667	0.5000	E3	52	99
396.0000	0.3333	E3	52	70
396.0000	0.3333	E4	64	70
396.6667	0.5000	E3	52	95
397.0000	0.5000	E3	52	86
397.5000	0.5000	D3	50	90
397.5000	0.3333	D4	62	52
398.0000	0.5000	D3	50	90
398.3333	1.0000	E3	52	95
398.7500	0.6667	E4	64	41
399.2500	0.5000	E3	52	96
399.7500	0.5000	E3	52	99
400.2500	0.6667	E3	52	71
400.2500	0.6667	E4	64	71
400.6667	0.5000	E3	52	88
401.2500	0.3333	D3	50	79
401.6667	0.3333	B2	47	81
402.0000	0.3333	G3	55	48
402.0000	0.3333	F#4	66	48
402.0000	1.0000	B3	59	50
402.0000	1.3333	B2	47	90
403.3333	0.7500	B2	47	62
403.3333	0.7500	F#4	66	62
404.2500	0.5000	B2	47	79
404.6667	0.3333	G3	55	49
404.6667	0.3333	C4	60	49
404.6667	0.3333	G2	43	49
404.7500	1.0000	C3	48	89
405.6667	0.3333	B2	47	93
405.7500	0.2500	G2	43	56
406.0000	0.5000	G2	43	56
406.0000	1.0000	B2	47	93
406.5000	0.2500	G2	43	54
406.5000	0.2500	D4	62	54
407.0000	0.2500	B3	59	37
407.0000	0.2500	G3	55	37
407.0000	1.0000	B2	47	86
407.5000	0.7500	G3	55	51
407.5000	0.7500	D4	62	51
407.7500	0.5000	B2	47	82
408.2500	0.5000	B2	47	79
409.2500	0.7500	D4	62	61
409.2500	0.7500	D3	50	97
410.0000	0.5000	D4	62	68
410.0000	0.5000	D3	50	68
410.0000	0.2500	D3	50	97
410.5000	0.5000	D4	62	78
410.5000	0.5000	D3	50	78
411.0000	0.5000	D4	62	76
411.0000	0.5000	D3	50	76
411.5000	0.5000	D3	50	78
411.5000	0.5000	D4	62	78
411.7500	0.5000	D4	62	76
411.7500	0.5000	D3	50	76
412.7500	1.2500	E3	52	37
412.7500	1.0000	A2	45	93
412.7500	0.7500	A3	57	45
413.7500	0.2500	A2	45	95
414.0000	0.2500	A2	45	95
414.2500	0.5000	A2	45	86
414.5000	0.6667	B2	47	63
414.5000	0.6667	B3	59	63
415.0000	0.2500	A2	45	62
415.0000	0.2500	A3	57	62
415.5000	0.7500	G2	43	81
415.5000	0.2500	G3	55	55
416.5000	1.3333	B3	59	58
416.5000	1.5000	E2	40	55
416.7500	0.7500	E3	52	53
417.7500	0.2500	E3	52	65
417.7500	0.2500	B3	59	65
417.7500	0.2500	E4	64	65
418.0000	1.0000	E2	40	55
418.0000	0.2500	E3	52	65
418.0000	0.2500	B3	59	65
418.0000	0.2500	E4	64	65
418.2500	0.6667	E3	52	65
418.2500	0.6667	B3	59	65
418.2500	0.5000	E4	64	44
418.7500	0.3333	E4	64	41
419.0000	0.2500	E3	52	84
419.0000	0.5000	E4	64	60
419.2500	0.7500	E3	52	68
419.2500	0.7500	B3	59	68
420.0000	1.7500	E3	52	90
420.0000	1.0000	B3	59	48
420.0000	2.0000	E2	40	67
421.0000	0.5000	B3	59	41
421.3333	0.3333	B3	59	48
422.0000	0.5000	E3	52	97
422.0000	1.5000	E2	40	67
422.3333	0.5000	E3	52	92
422.7500	0.5000	E3	52	83
423.2500	0.5000	E3	52	74
423.6667	1.7500	E2	40	68
423.6667	1.0000	E3	52	89
424.5000	0.5000	E3	52	84
425.0000	0.5000	E3	52	80
425.5000	0.5000	E2	40	62
425.5000	0.5000	E3	52	89
426.0000	1.2500	E2	40	62
426.0000	0.5000	E3	52	89
426.3333	0.5000	E3	52	70
426.7500	0.2500	E3	52	64
427.2500	0.7500	E2	40	70
427.2500	0.5000	E3	52	72
427.6667	0.5000	E3	52	68
428.2500	0.5000	E3	52	85
428.2500	1.0000	E2	40	62
428.6667	0.5000	E3	52	78
429.0000	1.0000	E2	40	76
429.0000	1.0000	E3	52	76
430.0000	0.7500	E2	40	74
430.0000	0.7500	E3	52	74
430.7500	1.0000	G2	43	87
430.7500	0.5000	G3	55	74
431.2500	0.5000	G3	55	85
431.7500	1.0000	G2	43	77
431.7500	0.5000	G3	55	67
432.2500	0.5000	G3	55	57
432.6667	1.0000	G2	43	71
432.6667	1.0000	G3	55	71
433.6667	0.3333	G2	43	78
433.6667	0.3333	G3	55	78
434.0000	0.5000	G3	55	67
434.0000	0.5000	G2	43	67
434.0000	0.1667	G2	43	78
434.0000	0.1667	G3	55	78
434.5000	1.0000	G2	43	74
434.5000	0.2500	G3	55	71
435.0000	0.5000	G3	55	42
435.3333	1.0000	G2	43	82
435.3333	0.5000	G3	55	61
435.7500	0.5000	G3	55	48
436.2500	0.5000	G2	43	79
436.2500	0.7500	G3	55	70
436.7500	0.5000	G2	43	74
437.2500	0.7500	G3	55	56
437.2500	0.7500	G2	43	56
438.0000	0.5000	D3	50	100
438.5000	0.5000	D3	50	97
439.0000	0.5000	D3	50	102
439.5000	0.5000	D3	50	96
439.7500	0.5000	D3	50	102
440.3333	0.5000	D3	50	96
440.7500	0.5000	D3	50	97
441.2500	0.5000	D3	50	95
441.6667	0.3333	D3	50	102
442.0000	0.1667	D3	50	102
442.2500	0.5000	D3	50	90
442.5000	0.5000	D3	50	94
443.0000	0.5000	D3	50	94
443.5000	0.5000	D3	50	102
444.0000	0.5000	D3	50	91
444.3333	0.5000	D3	50	97
444.7500	0.5000	D3	50	91
445.3333	0.5000	A2	45	101
445.7500	0.2500	A2	45	96
446.0000	0.2500	A2	45	96
446.2500	0.5000	A2	45	93
446.6667	0.5000	A2	45	89
447.0000	0.5000	A2	45	93
447.5000	0.5000	A2	45	88
448.0000	0.5000	A2	45	93
448.5000	0.5000	A2	45	85
449.0000	0.5000	A2	45	93
449.3333	0.5000	A2	45	86
449.7500	0.2500	A3	57	47
449.7500	0.2500	A2	45	91
450.0000	0.2500	A2	45	91
450.2500	0.5000	A2	45	90
450.6667	0.3333	A2	45	97
451.0000	0.5000	A2	45	89
451.5000	0.7500	A2	45	90
452.5000	1.5000	E2	40	73
452.5000	0.5000	E3	52	81
453.0000	0.5000	E3	52	67
453.5000	0.5000	E3	52	50
453.7500	0.2500	E3	52	59
454.0000	0.2500	E2	40	73
454.0000	0.2500	E3	52	59
454.3333	0.5000	E3	52	78
454.3333	0.7500	E2	40	75
454.7500	0.5000	E3	52	87
455.2500	1.0000	E2	40	66
455.2500	1.0000	E3	52	66
456.0000	1.0000	E2	40	76
456.0000	0.5000	E3	52	70
457.0000	1.0000	E2	40	86
457.0000	0.5000	E3	52	80
457.5000	0.5000	E3	52	66
458.0000	1.0000	E2	40	71
458.0000	0.5000	E3	52	70
458.3333	0.5000	E3	52	40
458.3333	0.5000	B3	59	40
458.7500	0.7500	E3	52	70
458.7500	0.7500	E2	40	70
459.6667	1.0000	G2	43	76
459.6667	1.0000	G3	55	76
460.6667	0.5000	G2	43	86
460.6667	0.5000	G3	55	86
461.0000	0.5000	G2	43	73
461.0000	0.5000	G3	55	73
461.5000	0.5000	G2	43	72
461.5000	0.5000	G3	55	63
462.0000	0.8333	G2	43	72
462.0000	0.2500	G3	55	63
462.5000	0.5000	G3	55	64
463.0000	0.5000	G2	43	70
463.0000	0.5000	G3	55	70
463.3333	0.5000	G3	55	72
463.3333	0.5000	G2	43	72
463.7500	0.5000	G2	43	70
463.7500	0.5000	G3	55	70
464.2500	1.0000	G2	43	79
464.2500	0.5000	G3	55	86
464.6667	0.5000	G3	55	61
465.2500	0.7500	G2	43	76
465.2500	0.5000	G3	55	65
465.5000	0.5000	G3	55	54
466.0000	0.7500	G2	43	70
466.0000	0.7500	G3	55	70
466.0000	0.2500	G2	43	76
467.0000	0.5000	D3	50	103
467.3333	0.5000	D3	50	101
467.7500	0.5000	D3	50	106
468.2500	0.5000	D3	50	91
468.7500	0.5000	D3	50	100
469.2500	0.5000	D3	50	95
469.6667	0.3333	D3	50	97
470.0000	0.5000	D3	50	95
470.0000	0.1667	D3	50	97
470.5000	0.5000	D3	50	97
471.0000	0.5000	D3	50	93
471.5000	0.5000	D3	50	101
472.0000	0.5000	D3	50	100
472.3333	0.5000	D3	50	101
472.7500	0.5000	D3	50	93
473.2500	0.5000	D3	50	102
473.7500	0.2500	D3	50	84
474.0000	0.3333	A2	45	102
474.0000	0.0833	D3	50	84
474.6667	0.5000	A2	45	97
475.0000	0.5000	A2	45	100
475.5000	1.0000	A2	45	98
476.3333	1.0000	A2	45	97
477.2500	0.5000	A2	45	98
477.7500	0.2500	A2	45	98
478.0000	0.7500	A2	45	98
478.6667	0.5000	A2	45	99
479.0000	0.6667	A2	45	99
479.6667	0.3333	A2	45	100
480.0000	0.5000	A3	57	71
480.0000	0.5000	A2	45	71
480.5000	0.5000	A2	45	101
480.7500	0.5000	A3	57	65
480.7500	0.5000	A2	45	65
481.3333	0.6667	E2	40	70
481.3333	0.6667	E3	52	70
482.0000	0.3333	E2	40	70
482.0000	0.3333	E3	52	70
482.2500	1.3333	E2	40	84
482.6667	0.5000	E3	52	48
483.2500	0.5000	E3	52	71
483.6667	0.5000	E3	52	66
483.6667	2.3333	E2	40	73
484.0000	0.5000	B3	59	47
484.0000	0.5000	E3	52	47
484.5000	0.5000	E3	52	79
485.0000	0.5000	E3	52	90
485.5000	0.5000	E3	52	77
485.7500	0.2500	E3	52	39
486.0000	0.2500	E3	52	39
486.0000	1.6667	E2	40	73
486.3333	1.0000	E3	52	49
487.2500	0.5000	E3	52	51
487.6667	0.6667	E3	52	76
487.6667	0.7500	E2	40	68
488.2500	0.3333	E3	52	74
488.5000	0.5000	G3	55	85
488.6667	0.7500	G2	43	86
489.0000	0.5000	G3	55	70
489.5000	0.5000	G2	43	94
489.5000	0.5000	G3	55	77
490.0000	0.5000	G3	55	66
490.0000	0.5000	G2	43	94
490.3333	1.0000	G2	43	80
490.3333	1.0000	G3	55	80
491.2500	0.5000	G2	43	82
491.2500	0.5000	G3	55	82
491.7500	0.5000	G3	55	78
491.7500	0.5000	G2	43	78
492.2500	0.5000	G3	55	84
492.2500	0.5000	G2	43	84
492.6667	0.5000	G2	43	84
492.6667	0.5000	G3	55	84
493.0000	0.5000	G3	55	88
493.0000	0.5000	G2	43	88
493.5000	0.5000	G3	55	84
493.5000	0.5000	G2	43	84
494.0000	1.0000	G2	43	83
494.0000	0.5000	G3	55	79
494.5000	0.5000	G3	55	76
495.0000	0.5000	G3	55	82
495.0000	0.5000	G2	43	82
495.3333	0.5000	G3	55	72
495.3333	0.5000	G2	43	72
495.7500	1.0000	D3	50	98
496.7500	0.5000	D3	50	101
497.2500	0.5000	D3	50	90
497.6667	0.3333	D3	50	101
498.0000	0.5000	D3	50	95
498.0000	0.1667	D3	50	101
498.5000	1.0000	D3	50	99
499.5000	1.0000	D3	50	82
499.5000	0.3333	A3	57	51
500.6667	0.3333	D3	50	70
500.6667	0.3333	D4	62	70
501.0000	1.0000	D3	50	68
502.0000	0.7500	D3	50	68
503.7500	2.2500	G1	31	74
503.7500	1.7500	G3	55	54
505.7500	0.2500	E-1	27	54
505.7500	0.2500	G3	55	54
506.0000	1.0000	G1	31	74
506.0000	0.0833	E-1	27	54
506.0000	0.0833	G3	55	54
506.6667	0.6667	C#1	25	50
506.6667	0.6667	G3	55	50
510.2500	1.3333	E3	52	81
510.2500	1.3333	B3	59	81
511.6667	2.2500	B3	59	67
511.6667	1.3333	E3	52	89
513.0000	1.0000	E3	52	100
514.0000	0.3333	E3	52	100
514.3333	0.7500	B3	59	62
514.3333	1.7500	E3	52	87
514.5000	3.0000	E2	40	53
515.2500	0.5000	B3	59	49
515.7500	0.5000	B3	59	68
515.7500	0.5000	E3	52	68
516.5000	0.7500	E3	52	68
516.5000	0.7500	B3	59	68
517.5000	0.5000	D3	50	73
517.5000	0.5000	G3	55	73
517.5000	0.5000	G2	43	73
517.5000	0.5000	B3	59	51
518.0000	0.5000	D3	50	73
518.0000	0.5000	G3	55	73
518.0000	0.5000	G2	43	73
518.0000	1.0000	B3	59	51
518.3333	0.5000	G3	55	86
518.3333	0.5000	D3	50	86
518.3333	3.2500	G2	43	69
518.7500	1.7500	D3	50	67
518.7500	1.0000	G3	55	79
519.6667	0.5000	G3	55	75
520.0000	1.3333	G3	55	78
520.2500	1.6667	B3	59	69
520.5000	1.0000	D4	62	60
520.5000	1.0000	D3	50	60
521.5000	0.5000	G3	55	78
521.5000	0.5000	D3	50	78
521.5000	0.5000	G2	43	59
522.0000	1.2500	G2	43	59
522.2500	0.2500	G3	55	59
522.3333	0.5000	D3	50	45
522.7500	0.5000	D3	50	55
523.2500	0.6667	G2	43	76
523.2500	0.6667	G3	55	76
523.2500	0.6667	D3	50	76
523.7500	0.7500	G3	55	70
523.7500	0.7500	G2	43	70
524.0000	0.2500	D3	50	87
524.2500	0.5000	D3	50	64
524.7500	0.7500	D3	50	75
524.7500	0.7500	D4	62	75
524.7500	1.2500	A3	57	73
525.6667	0.3333	D3	50	76
525.6667	0.3333	D4	62	76
526.0000	0.5000	D4	62	55
526.0000	1.3333	A3	57	72
526.2500	0.7500	D3	50	85
527.0000	0.5000	D3	50	90
527.3333	0.5000	D3	50	67
527.3333	1.3333	A3	57	66
527.6667	0.5000	D4	62	49
527.7500	1.0000	D3	50	80
528.7500	1.0000	D3	50	55
528.7500	0.3333	D4	62	56
528.7500	0.3333	A3	57	56
529.6667	0.3333	D3	50	72
529.6667	0.3333	A3	57	72
530.0000	1.0000	A3	57	72
530.0000	1.0000	D3	50	72
530.0000	0.1667	D3	50	72
530.0000	0.1667	A3	57	72
531.0000	0.5000	A3	57	72
531.0000	0.5000	D3	50	72
531.5000	0.2500	D3	50	80
532.0000	0.7500	A2	45	72
532.0000	0.7500	A1	33	72
532.0000	1.3333	E3	52	66
532.0000	0.7500	E4	64	46
532.0000	0.7500	A1	33	46
532.7500	0.5000	A2	45	102
533.2500	0.7500	A2	45	98
533.2500	0.7500	E3	52	75
534.0000	0.5833	A2	45	98
534.3333	0.5000	E3	52	39
534.6667	1.3333	A2	45	92
534.7500	0.7500	E3	52	72
535.5000	0.5000	E3	52	80
536.0000	1.0000	E3	52	91
536.0000	1.0000	A2	45	91
537.0000	0.5000	A2	45	93
537.0000	0.7500	E3	52	66
537.3333	0.6667	A2	45	96
537.6667	0.3333	E3	52	89
537.7500	0.2500	A3	57	74
537.7500	0.2500	E3	52	74
538.0000	0.3333	A2	45	96
538.2500	0.5000	A3	57	76
538.2500	0.5000	E3	52	76
538.2500	0.5000	A2	45	76
538.7500	0.2500	E3	52	74
538.7500	0.2500	A2	45	74
539.2500	1.0000	E3	52	91
539.2500	0.5000	E2	40	53
539.3333	2.6667	B3	59	85
540.0000	0.2500	G5	79	46
540.0000	1.5000	E3	52	60
540.0000	1.5000	E2	40	60
541.5000	0.5000	E3	52	70
542.0000	1.3333	E3	52	80
542.0000	1.6667	B3	59	83
542.0000	4.0000	E2	40	52
542.0000	0.0833	B3	59	85
543.2500	0.3333	E3	52	97
543.6667	1.7500	E3	52	94
543.6667	1.0000	B3	59	75
544.6667	1.0000	B3	59	80
545.5000	0.3333	B3	59	74
545.5000	0.5000	E3	52	89
545.7500	0.2500	B3	59	65
546.0000	0.2500	B3	59	65
546.0000	0.2500	E2	40	52
546.0000	0.5000	E3	52	89
546.5000	1.7500	G2	43	72
546.5000	0.6667	D3	50	74
546.5000	0.6667	G3	55	74
546.6667	0.3333	D4	62	40
547.3333	0.5000	D3	50	88
547.3333	0.5000	G3	55	88
547.7500	0.5000	D3	50	90
547.7500	0.5000	G3	55	90
548.2500	0.5000	G2	43	81
548.2500	0.5000	D3	50	81
548.2500	0.5000	G3	55	81
548.6667	0.5000	G2	43	65
548.6667	0.5000	G3	55	65
548.6667	0.5000	D4	62	65
548.6667	0.5000	D3	50	65
549.2500	0.7500	D3	50	87
549.2500	0.7500	G3	55	87
549.2500	0.7500	G2	43	76
549.5000	0.5000	B3	59	57
550.0000	0.5833	D3	50	87
550.0000	0.5833	G3	55	87
550.0000	2.5000	G2	43	76
550.0000	2.5000	B3	59	57
550.5000	0.7500	G3	55	86
550.5000	0.7500	D3	50	86
551.3333	0.5000	D3	50	79
551.3333	1.0000	G3	55	88
551.7500	0.6667	D3	50	89
552.3333	0.5000	D3	50	82
552.3333	0.5000	G3	55	82
552.3333	0.5000	G2	43	82
552.7500	0.5000	G3	55	81
552.7500	0.7500	G2	43	76
552.7500	0.7500	D3	50	76
553.2500	0.5000	G3	55	76
553.6667	0.3333	D3	50	102
554.0000	1.2500	A3	57	81
554.0000	0.6667	D3	50	102
554.6667	0.5000	D3	50	75
554.6667	0.5000	D4	62	75
555.0000	1.0000	D3	50	90
555.0000	1.3333	D4	62	72
555.0000	1.3333	A3	57	72
556.0000	0.5000	D3	50	90
556.3333	0.5000	D3	50	86
556.3333	1.3333	A3	57	87
556.7500	0.5000	D3	50	98
557.2500	0.5000	D4	62	76
557.2500	0.5000	D3	50	76
557.7500	0.2500	D3	50	81
557.7500	0.2500	D4	62	81
557.7500	0.2500	A3	57	81
558.0000	0.7500	D3	50	81
558.0000	0.7500	D4	62	81
558.0000	0.7500	A3	57	81
558.6667	0.5000	D3	50	92
558.6667	0.5000	A3	57	92
559.0000	0.5000	D3	50	89
559.0000	0.5000	A3	57	89
559.5000	0.5000	D3	50	88
559.5000	0.5000	A3	57	88
560.0000	0.5000	D3	50	83
560.0000	0.5000	A3	57	83
560.5000	0.5000	D3	50	78
560.5000	0.5000	A3	57	78
561.0000	1.0000	A2	45	89
561.0000	1.0000	E3	52	95
561.7500	0.2500	A2	45	70
561.7500	0.2500	A3	57	70
562.0000	0.3333	E3	52	95
562.0000	0.0833	A2	45	70
562.0000	0.0833	A3	57	70
562.3333	0.5000	A2	45	91
562.3333	1.7500	E3	52	92
562.7500	1.0000	A2	45	88
563.6667	0.5000	A2	45	88
564.2500	1.3333	A2	45	88
564.2500	1.0000	E3	52	65
564.2500	1.0000	A3	57	65
565.0000	0.5000	A3	57	57
565.0000	1.0000	E3	52	82
565.5000	0.5000	A2	45	90
566.0000	0.5000	A2	45	90
566.0000	0.3333	E3	52	82
566.3333	1.0000	A2	45	66
566.3333	1.0000	E3	52	66
566.3333	1.0000	A3	57	66
567.2500	0.5000	E3	52	68
567.2500	0.5000	A3	57	68
567.2500	0.7500	A2	45	77
568.2500	1.2500	E3	52	49
568.2500	1.2500	B2	47	49
568.2500	0.3333	E4	64	33
568.2500	1.7500	E2	40	67
568.5000	1.0000	B3	59	50
569.6667	0.3333	B2	47	57
569.6667	0.3333	E3	52	57
569.6667	0.3333	B3	59	52
570.0000	1.0000	B2	47	57
570.0000	1.0000	E3	52	57
570.0000	0.6667	B3	59	52
570.0000	0.9167	E2	40	67
571.0000	1.2500	B2	47	61
571.0000	1.2500	E3	52	61
571.0000	1.2500	E2	40	61
571.0000	0.5000	B3	59	50
572.0000	0.5000	B3	59	38
572.3333	0.5000	E2	40	57
572.3333	0.5000	B2	47	57
572.3333	0.5000	E3	52	57
572.3333	0.5000	B3	59	57
572.7500	0.7500	B3	59	56
572.7500	0.7500	E3	52	56
572.7500	1.2500	E2	40	55
573.7500	0.2500	B3	59	56
574.0000	0.2500	B3	59	56
574.2500	0.5000	E3	52	51
574.2500	0.5000	B3	59	51
574.6667	0.7500	B3	59	52
575.5000	1.5000	G2	43	74
575.5000	0.5000	G3	55	57
575.5000	1.2500	D4	62	38
577.0000	0.3333	D4	62	49
577.0000	0.3333	G3	55	49
577.0000	1.0000	G2	43	77
578.0000	0.3333	G2	43	77
578.3333	0.3333	G3	55	54
578.3333	1.3333	D4	62	62
578.3333	1.3333	G2	43	62
579.6667	1.0000	D4	62	46
579.7500	2.2500	G2	43	66
579.7500	0.5000	G3	55	54
580.2500	0.5000	G3	55	49
581.0000	0.5000	G3	55	54
581.0000	0.5000	D4	62	54
582.0000	0.7500	G3	55	61
582.0000	0.2500	D4	62	47
582.0000	0.4167	G2	43	66
582.5000	0.5000	A3	57	42
582.5000	0.5000	A2	45	42
583.0000	0.7500	A3	57	50
583.0000	1.3333	A2	45	78
583.7500	0.3333	A3	57	47
584.3333	0.3333	A3	57	46
584.3333	0.3333	E4	64	46
584.3333	1.0000	A2	45	77
585.0000	0.6667	E4	64	49
585.2500	0.5000	A2	45	72
585.6667	0.3333	A2	45	79
585.6667	0.3333	A3	57	54
585.6667	0.3333	E4	64	54
586.0000	1.4167	A2	45	79
586.0000	0.3333	E4	64	54
587.0000	0.5000	A3	57	77
587.5000	0.7500	A3	57	64
587.5000	0.7500	A2	45	64
587.5000	1.2500	E4	64	47
588.5000	0.5000	B3	59	66
588.5000	0.5000	B2	47	66
589.0000	0.3333	A2	45	59
589.0000	0.3333	A3	57	59
589.0000	0.3333	E4	64	59
589.3333	0.6667	G2	43	62
589.3333	0.6667	D4	62	62
589.3333	0.5000	G3	55	54
590.0000	0.0833	G2	43	62
590.0000	0.0833	D4	62	62
590.2500	1.2500	E2	40	72
